nces_id,ts,month,likes_n,comments_n,shares_n,engagement_n,domain,post_text,comment_like_ratio
5306690,2020-08-13 21:20:54,2020-08-01,57,751,18,826,"",NA,13.175438596491228
4025230,2020-06-08 20:18:09,2020-06-01,1,18,7,26,www.purcellps.org,Communication Regarding Prom,18.0
3700392,2020-09-09 12:02:13,2020-09-01,1,39,0,40,www.queencitystem.org,NA,39.0
3413530,2020-07-09 10:40:39,2020-07-01,47,597,36,680,www.rahway.net,NA,12.702127659574469
3413530,2020-06-24 19:04:21,2020-06-01,39,486,9,534,www.rahway.net,NA,12.461538461538462
3413530,2020-06-24 17:42:13,2020-06-01,32,396,20,448,www.rahway.net,NA,12.375
4659820,2020-08-24 19:15:16,2020-08-01,91,1128,18,1237,www.rcas.org,NA,12.395604395604396
4659820,2020-08-10 19:31:37,2020-08-01,146,1746,35,1927,www.rcas.org,NA,11.95890410958904
4659820,2020-08-04 19:27:35,2020-08-01,169,1944,40,2153,www.rcas.org,NA,11.502958579881657
3624750,2020-08-18 11:43:38,2020-08-01,17,220,23,260,www.rcsdk12.org,"Parents, students, staff and community members who are interested in signing up to speak before the Board of Education at either public meeting must email boardofeducation@rcsdk12.org by noon the day of the meeting to participate.

This meeting will be held via Zoom conferencing.",12.941176470588236
3624750,2020-07-21 11:00:28,2020-07-01,1,18,4,23,www.rcsdk12.org,"Topic: The Fiscal Status of RCSD

Parents, students, staff and community members who are interested in signing up to speak at the public hearing must e-mail statemonitor@rcsdk12.org no later than 12:00 p.m. noon the day of the hearing. More information is available by visiting www.rcsdk12.org/statemonitorhearings.

The public may submit public comment or testimony prior to the hearing via email to statemonitor@rcsdk12.org or via regular mail sent to:

Attn: State Monitor Public Hearing
131 West Broad Street
Rochester, NY 14614

Questions regarding the hearings may also be directed to statemonitor@rcsdk12.org.

During the Zoom hearing, persons who are providing public comment will be given three minutes to speak. If you need an accommodation to participate and/or view the public hearing, send your accommodation request to statemonitor@rcsdk12.org or call 585-262-8525.

This meeting will be held via Zoom conferencing.",18.0
3624750,2020-07-07 15:45:48,2020-07-01,3,36,6,45,www.rcsdk12.org,"Topic: The Academic Status of RCSD

Parents, students, staff and community members who are interested in signing up to speak at the public hearing must e-mail statemonitor@rcsdk12.org no later than 12:00 p.m. noon the day of the hearing. More information is available by visiting www.rcsdk12.org/statemonitorhearings.

The public may submit public comment or testimony prior to the hearing via email to statemonitor@rcsdk12.org or via regular mail sent to:

Attn: State Monitor Public Hearing
131 West Broad Street
Rochester, NY 14614

Questions regarding the hearings may also be directed to statemonitor@rcsdk12.org.

During the Zoom hearing, persons who are providing public comment will be given three minutes to speak. If you need an accommodation to participate and/or view the public hearing, send your accommodation request to statemonitor@rcsdk12.org or call 585-262-8525.

This meeting will be held via Zoom conferencing.",12.0
3624750,2020-06-16 06:17:16,2020-06-01,8,104,20,132,www.rcsdk12.org,"Special Meeting: Governance Committee Meeting of the Whole | June 16, 2020

Parents, students, staff and community members who are interested in signing up to speak before the Board of Education at any public meeting must email boardofeducation@rcsdk12.org by noon today to participate. Written feedback can always be submitted care of the same email.

This meeting will be held via Zoom conferencing.",13.0
3624750,2020-05-07 17:32:50,2020-05-01,18,493,29,540,www.rcsdk12.org,"Special Meeting: Budget Adoption | May 7, 2020",27.38888888888889
3624750,2020-05-06 17:32:19,2020-05-01,11,169,12,192,www.rcsdk12.org,"Special Meeting: Budget Work Session | May 6, 2020",15.363636363636363
3624750,2020-05-05 15:31:21,2020-05-01,24,381,27,432,www.rcsdk12.org,NA,15.875
3624750,2020-04-28 17:34:59,2020-04-01,24,466,24,514,www.rcsdk12.org,"Tonight's meeting of the Rochester Board of Education is now for purposes of discussing the budget for the 2020-21 school year. Please be advised that the Rochester Board of Education Special Meeting scheduled for Tuesday, April 28, 2020 that was intended to convene as the HR Committee Meeting has been cancelled.",19.416666666666668
3624750,2020-04-23 18:34:53,2020-04-01,46,1320,30,1396,www.rcsdk12.org,"Regular Business Meeting of the Rochester Board of Education | April 23, 2020",28.695652173913043
400031,2020-08-13 23:00:33,2020-08-01,8,122,0,130,ridgelineacademy.org,"Voting time!! We need your input. Please comment below and vote for your favorite custom Ridgeline Academy socks! Please vote using the numbers 1,2 or 3. #ridgelineproud",15.25
1304410,2020-08-28 14:05:51,2020-08-01,5,125,5,135,rockdalecountyga.gov,Rockdale County BOC Called Meeting,25.0
1304410,2020-08-11 09:23:05,2020-08-01,4,68,3,75,rockdalecountyga.gov,"Board of Commissioners Meeting - August 11, 2020

Millage Rate Public hearing @ 9:30AM
Millage Rate Called Meeting @ 10AM
Voting Session (Following the Called Meeting)",17.0
1304410,2020-07-28 08:51:24,2020-07-01,15,363,8,386,rockdalecountyga.gov,Rockdale County Board of Commissioners Meeting,24.2
1304410,2020-07-09 18:51:30,2020-07-01,4,81,3,88,rockdalecountyga.gov,Rockdale County Government,20.25
2732520,2020-02-27 19:29:17,2020-02-01,2,25,2,29,www.royalton.k12.mn.us,NA,12.5
4800288,2020-08-12 14:55:48,2020-08-01,1,14,3,18,www.cityscapeschools.org,"Cityscape Townhall for Parents - Part 2 - LIVE

Welcome Cityscape families to our parent townhall. Ask any questions that you may have for the reopening of the school and have them answered by our superintendent and the executive team.",14.0
4812150,2020-06-22 15:02:02,2020-06-01,1,13,2,16,www.burkevilleisd.org,Calendar Change Survey for 2020-2021,13.0
3700347,2020-07-31 17:26:23,2020-07-01,4,65,0,69,cabarruscharter.org,NA,16.25
3700347,2020-03-18 09:42:09,2020-03-01,1,15,0,16,cabarruscharter.org,Happy Wednesday!! Share your photos below.,15.0
3700347,2020-03-17 08:00:08,2020-03-01,1,13,0,14,cabarruscharter.org,"🍀 Happy St. Patrick's Day! Share your photo in the comments below.
*since its kind of rainy 🌧 today...play inside 😉

#CCAremoteLearning #cabarruscharter #leadingthepack",13.0
3700347,2020-08-18 16:00:04,2020-08-01,2,27,0,29,cabarruscharter.org,NA,13.5
400310,2020-01-24 11:22:18,2020-01-01,1,26,0,27,www.calibreacademy.com,Post your Escape Reading Room photos here!,26.0
3606210,2020-08-12 16:00:04,2020-08-01,1,14,4,19,www.cambridgecsd.org,"Secondary Parent Forum with Mrs. Goss
Thursday 6:00-7:30
Link:
https://cambridgecsd.webex.com/webappng/sites/cambridgecsd/meeting/download/6b2c9aec5dfb44389e5f0b3ad5a565f8?siteurl=cambridgecsd&MTID=mee00ae967a4582f9ee7631006dec2332",14.0
2303930,2019-10-01 13:57:05,2019-10-01,2,52,0,54,www.cape.k12.me.us,"Please follow the link to the website for the full School Board Packet for the upcoming Oct. 8, 2019 Regular Business Meeting.
https://www.cape.k12.me.us/cesd-articles/136-cesd-news/1158-regular-school-board-meeting-oct-8-2019",26.0
3700358,2020-07-08 17:25:56,2020-07-01,5,85,2,92,www.cardinalcharter.org,NA,17.0
607900,2020-04-15 20:52:36,2020-04-01,13,159,0,172,www.centerusd.org,NA,12.23076923076923
3702970,2020-07-15 16:29:35,2020-07-01,283,3437,216,3936,www.cms.k12.nc.us,"At this emergency meeting, the Charlotte-Mecklenburg Board of Education will review the details of Governor Roy Cooper’s Executive Order regarding Guidance for School Reopening, approve a Remote Learning Plan as required by SB 704 and approve a Reopening of Schools Plan as permitted by SB 113.",12.144876325088338
5100840,2020-06-30 18:47:49,2020-06-01,40,523,41,604,www.mychesterfieldschools.com,NA,13.075
2503660,2020-09-02 19:01:38,2020-09-01,39,446,22,507,www.chicopeeps.org,09-02-20 School Committee,11.435897435897436
2503660,2020-08-12 19:01:23,2020-08-01,120,2976,87,3183,www.chicopeeps.org,08-12-20 School Committee Meeting,24.8
2503660,2020-08-05 19:01:48,2020-08-01,83,2451,107,2641,www.chicopeeps.org,8/5/20 Chicopee School Committee,29.53012048192771
3904379,2020-07-14 19:03:30,2020-07-01,43,792,18,853,www.chuh.org,NA,18.41860465116279
2200540,2020-06-24 11:53:14,2020-06-01,6,77,15,98,www.brla.gov,"TUNE IN: The Metro Council meets today, June 24 at 4 p.m. The meeting will be held via video conference due to public gathering restrictions associated with the COVID-19 pandemic.

As a reminder, this meeting will only involve essential government business. If you would like to submit a public comment on any of the agenda items (other than introductions), email publiccomment@brla.gov with the agenda item number, your name, your address, and your comment. You can also submit an online form with your comment at http://www.brla.gov/councilcomment.

For more information on tonight's meeting and the full meeting agenda, click here:
https://www.brla.gov/AgendaCenter/ViewFile/Agenda/_06242020-811",12.833333333333334
2600073,2020-04-09 12:54:28,2020-04-01,1,41,0,42,www.islandcity.org,"Estimation Station!

How many tennis balls are there? Post your guess on the picture and remember, one guess per person!

Deadline is April 30th",41.0
5102010,2020-08-03 08:59:32,2020-08-01,70,1471,57,1598,www.iwcs.k12.va.us,Live Content from Isle of Wight County Schools,21.014285714285716
3904558,2019-01-18 18:00:30,2019-01-01,2,70,0,72,www.perrysburgschools.net,NA,35.0
3904832,2020-06-28 09:27:31,2020-06-01,1,26,12,39,www.jacksonmilton.k12.oh.us,"Jackson-Milton Parent Survey

I am encouraging you to please take a few minutes to help us prepare for the 2020 - 2021 academic school year. We would like to gather some important information that will be used in moving forward with the planning and implementation of guidelines set forth from the Ohio Department of Education to meet the educational needs of all of our students this fall.

Please complete the survey by Friday, July 3rd, 2020.

Thank you in advance for taking the time to help us plan the upcoming school year

https://docs.google.com/forms/d/e/1FAIpQLSfy7SjnbW4vCr0SKPmeCopkjwK015P4ksHh_hXmjOsb5BM33A/viewform",26.0
1720380,2020-06-08 17:45:03,2020-06-01,1,16,0,17,jaspercountyga.org,NA,16.0
2700360,2020-05-15 13:00:17,2020-05-01,1,17,0,18,www.kcsmn.org,NA,17.0
4825660,2020-08-25 19:03:15,2020-08-01,201,3674,252,4127,www.killeenisd.org,Killeen ISD Aug 25 School Board Meeting,18.27860696517413
1100031,2020-06-15 09:55:09,2020-06-01,88,1595,59,1742,www.kippdc.org,Congratulations to the KIPP DC Class of 2020! Share some love for your graduating KIPPster in the comments. View full ceremony: https://www.youtube.com/watch?v=WNmz2ImE-MI&t=16s,18.125
1700105,2020-03-26 08:30:01,2020-03-01,3,36,0,39,www.a-ccentral.com,It is PET DAY!! Show us your pics with your furry friends!! Come on MS & HS kids....I know you all know how to take a selfie!!!,12.0
2916830,2020-08-18 09:00:00,2020-08-01,1,23,0,24,www.knobnoster.k12.mo.us,"#TalkingTuesday
Most of us will never forget our first job. Share where you started in the comments below! 👇",23.0
2916830,2020-07-14 13:00:00,2020-07-01,1,18,0,19,www.knobnoster.k12.mo.us,"#TalkingTuesday
What is your favorite outdoor activity?

Tell us your answer in the comments!
😎🏃‍♀️🏇🏌️‍♂️🏊‍♂️⛺️🏖⚽️🥎⚾️🎾🏈☃️🌺🌱",18.0
620070,2020-07-29 20:31:29,2020-07-01,2,27,4,33,www.konoctiusd.org,NA,13.5
620070,2020-07-21 16:58:15,2020-07-01,22,299,39,360,www.konoctiusd.org,NA,13.590909090909092
1805460,2020-07-13 20:30:31,2020-07-01,2,25,32,59,www.lakeridge.k12.in.us,Lake Ridge Schools Community. Please find the following link to view the Lake Ridge New Tech Schools IN Class Re-Entry Plan for 2020-21. https://drive.google.com/file/d/1wws5zICIu4QNTscwoMw3Hnq_X5LRtK4n/view?usp=sharing,12.5
1601800,2020-08-25 21:09:16,2020-08-01,60,1152,21,1233,www.sd272.org,NA,19.2
4213080,2020-07-16 09:36:43,2020-07-01,1,20,0,21,www.lakeview.k12.pa.us,"As a result of the new statewide limitations put in effect by Governor Wolf's office, we have made the difficult decision to cancel the prom. The committee and administration have been working hard to make this a reality, but unfortunately, it is no longer feasible to host this event. Any student who purchased a ticket will receive a full refund. Any questions, please contact Mrs. Brazell, Mr. Blakley, or Ms. Simons. The new mandates only allow for groups of 25 people indoors. We have been working hard since March to make this important event happen, but at this point, we are at the end of the road. We are all so very sorry.
Refunds will be issued within the next two weeks.
--",20.0
3904799,2020-07-28 18:32:19,2020-07-01,39,450,26,515,www.lakewoodlocal.k12.oh.us,NA,11.538461538461538
102040,2020-03-27 09:00:36,2020-03-01,1,12,0,13,www.lawrenceal.org,"It's time for our #FridayFinale! We want to meet your pets! Snap a selfie with your furry or not-so-furry friend!

We hope you've enjoyed Virtual Spirit Week. We know we have! ❤️",12.0
2506660,2020-09-09 17:39:31,2020-09-01,58,1656,26,1740,www.lawrence.k12.ma.us,LAE 2020-08-12,28.551724137931036
2506660,2020-08-12 17:04:30,2020-08-01,94,1385,131,1610,www.lawrence.k12.ma.us,LAE 2020-08-12,14.73404255319149
4900162,2020-05-19 21:31:29,2020-05-01,6,74,0,80,llacharter.org,NA,12.333333333333334
4900162,2020-05-15 16:20:09,2020-05-01,1,17,0,18,llacharter.org,Matilda Chapters 19 and 20,17.0
4900162,2020-04-14 21:24:49,2020-04-01,5,73,0,78,llacharter.org,NA,14.6
4900162,2020-01-14 21:31:07,2020-01-01,7,119,0,126,llacharter.org,NA,17.0
4801420,2020-05-29 14:32:21,2020-05-01,15,196,0,211,www.lpsfrisco.com,NA,13.066666666666666
3400078,2020-06-18 17:58:33,2020-06-01,62,1120,111,1293,www.leapacademycharter.org,Congratulations Class of 2020!!!!,18.06451612903226
1201110,2020-09-08 17:59:42,2020-09-01,50,632,37,719,www.leonschools.net,"Leon County School Board Meeting (Tuesday September 8th, 2020)",12.64
1201110,2020-08-25 18:00:19,2020-08-01,83,1837,88,2008,www.leonschools.net,"Leon County School Board Meeting (Tuesday August 25th, 2020)",22.132530120481928
1201110,2020-08-11 18:00:12,2020-08-01,115,1668,81,1864,www.leonschools.net,"Leon County School Board Meeting (Tuesday August 11th, 2020)",14.504347826086956
1201110,2020-08-04 18:00:27,2020-08-01,100,1729,83,1912,www.leonschools.net,"Leon County School Board Meeting (Tuesday August 4th, 2020)",17.29
1201110,2020-07-28 18:01:58,2020-07-01,227,4370,179,4776,www.leonschools.net,"Leon County School Board Meeting (Tuesday July 28, 2020)",19.251101321585903
1201110,2020-07-23 10:01:21,2020-07-01,160,2424,137,2721,www.leonschools.net,Re-Open Task Force Meeting,15.15
1201110,2020-07-21 18:01:14,2020-07-01,176,2229,151,2556,www.leonschools.net,"Leon County School Board Meeting (Tuesday July 21, 2020)",12.664772727272727
1201110,2020-07-14 18:01:07,2020-07-01,162,3699,165,4026,www.leonschools.net,"Leon County School Board Meeting (Tuesday July 14, 2020)",22.833333333333332
3819470,2020-05-29 13:24:52,2020-05-01,1,12,0,13,www.westhopeschool.com,"Friday May 29th Lunch Lady Bingo and we are looking for a Blackout. Let’s see if we can get one today to end the week.......

Corrected list for today:

O67, G55, B9, O73",12.0
3904565,2020-03-23 20:22:23,2020-03-01,1,14,0,15,www.wellington.k12.oh.us,"Today is National Puppy Day!
Show off your new classmates and co-workers at home! Post your pics in the comments below. Tag us on Facebook Wellington Exempted Village Schools @WEVSD
#DukePride",14.0
3904500,2020-03-11 18:05:31,2020-03-01,41,473,30,544,www.warrensville.k12.oh.us,NA,11.536585365853659
1931620,2020-04-21 09:37:13,2020-04-01,2,25,0,27,www.whitingcsd.org,Let’s share positivity!,12.5
103540,2020-03-05 15:51:32,2020-03-01,1,12,0,13,www.winfield.k12.al.us,"Updated letter from the Alabama Department of Public Health

http://www.winfield.k12.al.us/article/202267?org=winfield",12.0
3178840,2020-09-01 19:00:21,2020-09-01,8,98,0,106,www.winsidewildcats.org,NA,12.25
642930,2018-12-25 19:19:00,2018-12-01,1,29,0,30,www.wintersjusd.org,NA,29.0
5103980,2020-09-15 16:56:16,2020-09-01,4,73,13,90,division.wmlcps.org,WMLCPS Town Hall Meeting 9/15/20,18.25
1931830,2020-07-21 19:01:43,2020-07-01,2,28,0,30,www.wmucsd.org,NA,14.0
2513230,2020-08-06 17:36:23,2020-08-01,136,2034,173,2343,www.worcesterschools.org,"Live now! Virtual Community Forum – August 6, 2020",14.955882352941176
2513230,2020-08-06 17:36:23,2020-08-01,136,2034,173,2343,www.worcesterschools.org,"Live now! Virtual Community Forum – August 6, 2020",14.955882352941176
2513230,2020-07-29 17:31:28,2020-07-01,58,723,87,868,www.worcesterschools.org,Live now! Virtual Medical Forum,12.46551724137931
2513230,2020-07-29 17:31:28,2020-07-01,58,723,87,868,www.worcesterschools.org,Live now! Virtual Medical Forum,12.46551724137931
2513230,2020-07-22 17:37:23,2020-07-01,115,1327,164,1606,www.worcesterschools.org,Live Now! Worcester Public Schools Reopening Plan Review 7-22-2020,11.539130434782608
2513230,2020-07-22 17:37:23,2020-07-01,115,1327,164,1606,www.worcesterschools.org,Live Now! Worcester Public Schools Reopening Plan Review 7-22-2020,11.539130434782608
2513230,2020-07-20 17:30:58,2020-07-01,187,2750,333,3270,www.worcesterschools.org,Live now! Superintendent's Update: Virtual Forum On Preliminary School Re-Opening Plans,14.705882352941176
2513230,2020-07-20 17:30:58,2020-07-01,187,2750,333,3270,www.worcesterschools.org,Live now! Superintendent's Update: Virtual Forum On Preliminary School Re-Opening Plans,14.705882352941176
3901584,2020-05-29 20:15:52,2020-05-01,1,162,4,167,www.wrightprep.org,NA,162.0
3901584,2020-05-29 19:41:53,2020-05-01,5,135,14,154,www.wrightprep.org,NA,27.0
602670,2020-05-06 19:20:06,2020-05-01,21,292,3,316,www.wscuhsd.k12.ca.us,"To make a comment to the board please fill out the form in the link below:
https://docs.google.com/forms/d/e/1FAIpQLSd4JDpxfiyGFAqemyYHAlFvu94BP_ogmF9_9Bxnbi8XHmmXNw/viewform?usp=sf_link",13.904761904761905
602670,2020-04-08 21:22:28,2020-04-01,5,106,0,111,www.wscuhsd.k12.ca.us,"Click Here To Fill Out A Public Comment. Thank you!
https://docs.google.com/forms/d/e/1FAIpQLSd4JDpxfiyGFAqemyYHAlFvu94BP_ogmF9_9Bxnbi8XHmmXNw/viewform?fbclid=IwAR14qrkpaLLIH0MUVIiYrgRyqukOt1tpwa994PQBapzXfHXjzji0QiD_lok",21.2
5009480,2020-04-06 07:30:59,2020-04-01,1,18,0,19,www.wuhsms.org,"We Are Woodstock - Virtual Spirit Week
Made at Home Monday

Share your Art Work, Your Baking, Your Homemade Outfit, Whatever you Have Made!

Please feel free to share your pictures below or use or hashtag #wearewoodtsock",18.0
3900580,2020-05-20 12:12:21,2020-05-01,1,13,0,14,youngstownacademy.org,Today is Wild n' Out Wednesday! How many jelly beans do you think are in the jar? Post your guess!,13.0
2200039,2020-08-06 18:43:02,2020-08-01,112,1606,103,1821,zacharyschools.org,NA,14.339285714285714
4819440,2020-03-31 13:06:40,2020-03-01,2,30,0,32,www.floydadaisd.esc17.net,Today is Reading Day!! Grab your favorite book! We would love to see you reading to your pet or favorite stuffed animal today!,15.0
5006810,2020-02-26 17:21:54,2020-02-01,1,12,0,13,www.fnesu.net,"Bakersfield Residents - We heard some of you did not receive our FNESU Annual School Meeting mailer. We apologize for missing a section of the community with our mass mailing. If we missed you, could you please comment below with the name of your road so we can make sure you receive all future mass mailings? The annual meeting can be viewed on our Facebook page or website.",12.0
4208280,2020-04-09 08:00:06,2020-04-01,2,30,0,32,www.forestareaschools.org,"Virtual Spirit Week - Day 4
Today, April 9th, is Creative Cuisine Day! Post a picture of yourself with a favorite or creative food dish you have created.",15.0
4208280,2020-04-08 08:07:02,2020-04-01,1,34,0,35,www.forestareaschools.org,"Virtual Spirit Week - Day 3

Today, April 8th, is Photogenic Day. Share a picture of yourself in a unique spot where you plan to do your school work.",34.0
2504980,2020-08-05 18:59:50,2020-08-01,70,915,27,1012,www.framingham.k12.ma.us,NA,13.071428571428571
1300227,2020-05-28 15:52:17,2020-05-01,108,1994,70,2172,www.connectionsacademy.com,"Celebrate as Georgia Connections Academy premieres our graduation ceremony for the Class of 2020 here on Facebook. Join us for this special online event congratulating our graduates. All commendations and inspiring comments are welcome!
If you are experiencing any delays, you can watch the ceremony on our YouTube Channel https://youtu.be/OFYf0sMX8K4",18.462962962962962
615240,2020-07-08 20:28:41,2020-07-01,169,2495,0,2664,www.gusd.net,"The Board of Education invites students, families, employees, and community members to join us for one of two virtual community town hall events on Wednesday, July 8, to share your thoughts about Glendale Unified School District’s August 2020 Return to School Plan. If you would like to speak during the meeting, please complete a sign up form at www.gusd.net/communication",14.763313609467456
615240,2020-07-08 13:52:50,2020-07-01,226,3506,0,3732,www.gusd.net,"The Board of Education invites students, families, employees, and community members to join us for one of two virtual community town hall events on Wednesday, July 8, to share your thoughts about Glendale Unified School District’s August 2020 Return to School Plan. If you would like to speak during the meeting, please complete a sign up form at www.gusd.net/communication",15.513274336283185
2601064,2020-06-18 15:00:19,2020-06-01,8,101,0,109,globaltech.geeacademies.net,NA,12.625
3901382,2020-05-21 18:53:09,2020-05-01,21,470,5,496,www.gemsschool.org,NA,22.38095238095238
2102340,2020-04-26 14:20:53,2020-04-01,1,12,0,13,gcsdistrict.blogspot.com,In search of babysitters in Green County. Any information is appreciated.,12.0
3904726,2020-04-26 01:15:30,2020-04-01,1,15,0,16,www.greeneview.k12.oh.us,"The Middle School yearbook ordering website is STILL open!!! If you haven't ordered a yearbook yet and would like to do so, we will be accepting online orders through this SUNDAY, APRIL 26th. This will ABSOLUTELY be the last chance to order!!

Yearbooks are $15.00 each.
Go to: ybpay.lifetouch.com
Enter the Greeneview Middle School ID: 3662120

NOTE: As with everything else lately, the COVID-19 virus has disrupted the pr",15.0
2802580,2020-08-17 16:17:39,2020-08-01,1,15,3,19,www.glcsd.org,"SECOND VIRTUAL MEETING OF THE DAY

Mon Aug 17, 2020 4 p.m. – 4:45 p.m.

Join with Google Meet

meet.google.com/jvd-ufhq-zkw
Join by phone (US) +1 413-276-7162 (PIN: 762279734)

This link can also be found on the district website under Upcoming Events.

Please share information with those who don’t have Facebook

There is also a PowerPoint presentation on the website titled “Submitting Canvas Assigments”",15.0
2802580,2020-05-28 10:29:37,2020-05-01,77,2018,254,2349,www.glcsd.org,NA,26.207792207792206
2802580,2020-05-27 10:22:28,2020-05-01,50,642,179,871,www.glcsd.org,NA,12.84
4900177,2020-05-27 10:52:50,2020-05-01,1,16,0,17,www.greenwoodcharter.org,Mindful Moments with Coach D,16.0
4900177,2020-04-15 11:00:00,2020-04-01,1,12,0,13,www.greenwoodcharter.org,"Mindful Sit w/Coach D
(Gratitude)",12.0
2912690,2020-02-06 13:08:37,2020-02-01,8,102,0,110,www.grundyr5.k12.mo.us,"Panther Nation... we need your help! Please vote on your favorite poster! Please just put the number on the poster you like in the comments below 👇
We will take votes until 4:00. Winner will be announced at tonight’s Homecoming games!",12.75
3700480,2020-09-03 17:10:14,2020-09-01,167,2013,96,2276,www.burke.k12.nc.us,NA,12.053892215568862
3700480,2020-08-17 18:20:05,2020-08-01,33,385,21,439,www.burke.k12.nc.us,NA,11.666666666666666
4501170,2020-05-12 17:31:21,2020-05-01,24,324,17,365,www.bcsdschools.net,BCSD Budget Workshop,13.5
4801446,2020-04-07 17:30:55,2020-04-01,4,49,0,53,www.betaacademy.org,Tell us your story below.,12.25
2905250,2020-04-06 13:57:53,2020-04-01,2,23,0,25,www.bps14.org,NA,11.5
3803060,2020-07-21 14:09:55,2020-07-01,1,15,35,51,www.bottineau.k12.nd.us,"Successfully reopening school will require continual collaboration between administrators, staff, and teachers and ongoing cooperation among teachers, students, and parents. Everyone has a critical role to play. Getting through this will require a great deal of social trust.

As Bottineau Public School prepares to come back in the fall with on-campus instruction, the district is considering different options. We are considering how to safely provide face to face instruction, distance learning options for immunocompromised students, households with immunocompromised members, and those who are uncomfortable with on-campus instruction.

Attached is a survey on school reopening, please complete one survey for each of your children attending Bottineau Public School.",15.0
2503070,2020-05-08 19:18:29,2020-05-01,15,336,2,353,www.bcahs.com,NA,22.4
2503070,2020-05-08 17:56:20,2020-05-01,26,325,5,356,www.bcahs.com,NA,12.5
2905910,2020-04-15 08:00:42,2020-04-01,1,16,0,17,www.bronaughschools.net,"Virtual Spirit Week Day 3: Wacky Wednesday
Post a pic of students or faculty participating in the comments below. Wear your wacky socks, wacky clothes, or even wacky hair! Each participant will be entered in a drawing for a gift card.",16.0
3904440,2020-08-24 18:26:02,2020-08-01,35,696,43,774,www.middletowncityschools.com,NA,19.885714285714286
4830720,2020-03-20 14:07:19,2020-03-01,2,57,0,59,www.mildredisd.org,"Parents of 6-12th graders: If you will be coming to the school Monday to get a paper packet of work, please leave your child's first name, last initial and grade below in the comments below and we will try to have as many copied in advance so you do not need to wait long.",28.5
4020100,2020-06-09 14:14:24,2020-06-01,13,148,0,161,www.minco.k12.ok.us,"As we work to build a plan for re-entry, I will be doing polling on this social media site and through our webpage etc... Today is the FIRST poll question. Please respond here, or if you don't feel comfortable with that you can email me at ksims@minco.k12.ok.us.
NO POLITICAL COMMENTS PLEASE
A. Masks should be required as we re-enter.
B. Masks will be recommended and optional as we re-enter.",11.384615384615385
4020100,2020-03-20 17:44:38,2020-03-01,12,173,0,185,www.minco.k12.ok.us,NA,14.416666666666666
2700291,2019-06-01 08:10:14,2019-06-01,2,27,0,29,www.mnerats.org,"If you have any 2019 graduation pictures you'd be willing to share for our Facebook page and/or the upcoming Mesabi Daily News graduation issue, please post in comments, message the page, or send via email to me at ahendrickson@mnerats.org 🙂 Thanks so much!",13.5
102430,2020-06-09 17:31:18,2020-06-01,56,1030,89,1175,www.mps.k12.al.us,Hi All- Please note all comments will be recorded and shared with MPS personnel and board members.,18.392857142857142
625860,2020-05-12 21:05:16,2020-05-01,40,520,6,566,www.morongo.k12.ca.us,"BOARD MEETING 5/12/2020

Good afternoon! Please see below to view the live stream of the board meeting. Thank you for watching.",13.0
1726800,2020-02-19 13:12:25,2020-02-01,8,100,0,108,www.morton709.org,"Please help the Morton Chamber of Commerce and comment below which design you like the most‼️ #OneMorton

Lettie Brown PTO Jefferson School Lincoln Elementary School, Morton, IL Ward Grundy Elementary School Morton High School Morton Junior High School Morton Potter Athletics",12.5
3620040,2019-08-28 20:02:37,2019-08-01,1,12,0,13,www.mtsinai.k12.ny.us,Mount Sinai BOE Meeting Live Stream 8-28-19,12.0
3620100,2020-08-21 09:51:04,2020-08-01,24,336,14,374,www.mtvernoncsd.org,NA,14.0
3620100,2020-08-19 17:50:17,2020-08-01,32,364,27,423,www.mtvernoncsd.org,NA,11.375
3620100,2020-07-29 18:01:52,2020-07-01,50,942,50,1042,www.mtvernoncsd.org,NA,18.84
3904441,2020-07-09 18:13:48,2020-07-01,22,365,0,387,www.mthcs.org,Sharing options for Back to School start in the Fall. Parents will then need to fill out a survey choosing the option that fits best for their family. https://docs.google.com/forms/d/e/1FAIpQLSdzfow0leXLdR3Btnp1zVnwffsEigsPxQMZpq4GAq9kDgu70g/viewform,16.59090909090909
2314790,2020-03-16 09:44:39,2020-03-01,3,68,0,71,www.rsu24.org,"As we continue to plan for the deployment of distance learning materials across our district, we need your help! If you already have a personal computer that your children can use while learning at home, it would be helpful to know. If you DO have a device, please either comment below or email me - cbeals@rsu24.org. Thank you!",22.666666666666668
509000,2020-08-18 18:18:58,2020-08-01,77,899,89,1065,www.lrsd.org,NA,11.675324675324676
509000,2020-08-11 10:55:19,2020-08-01,10,116,53,179,www.lrsd.org,NA,11.6
509000,2020-06-18 18:54:05,2020-06-01,45,535,28,608,www.lrsd.org,NA,11.88888888888889
509000,2020-05-21 18:30:44,2020-05-01,162,3441,368,3971,www.lrsd.org,"Little Rock School District is seeing notes that some of you may be having difficulty hearing some of the audio, you may also watch on www.lrsdtv.org or Comcast Channel 4 and U-Verse Channel 99. We are unsure why there may be a drop in audio but we sincerely apologize if you are having problems hearing. A recording of the broadcast will also be replayed on Comcast Channel 4 and U-verse 99 after tonight's ceremony. Thank you.",21.24074074074074
509000,2020-05-20 21:25:01,2020-05-01,83,1012,150,1245,www.lrsd.org,NA,12.19277108433735
